hint_countries,segment_raw,frequency,top1_ror_id,top1_display,top1_score,top2_ror_id,top2_display,top2_score,top3_ror_id,top3_display,top3_score
CG,"Institut National de Recherche Biomédicale (INRB), Kinshasa, Congo",5,https://ror.org/023f4f524,Fondation Congolaise Pour La Recherche Médicale,62.9,https://ror.org/00bnthp71,Institut de Recherche pour le Développement,61.5,https://ror.org/02n9a7a30,Agence Nationale de l'Aviation Civile,51.4
LR,"Partnership for Research on Vaccines and Infectious Diseases in Liberia (PREVAIL), Monrovia, Liberia",5,https://ror.org/0440cy367,University of Liberia,62.9,https://ror.org/01a81w125,Planned Parenthood Association of Liberia,53.7,https://ror.org/048t29e55,Youth Network for Reform,52.4
TZ,"Hindu Mandal Hospital, Dar es Salaam, Tanzania",5,https://ror.org/001pprn90,WWF Tanzania,85.7,https://ror.org/03z1ps729,Aga Khan Hospital Dar es Salaam,83.9,https://ror.org/055xdas15,AIM Group (Tanzania),75.9
ZM,"ICAP at Columbia University, Lusaka, Zambia",5,https://ror.org/00603mc70,University of Lusaka,85.0,https://ror.org/0472vpe75,Mukuba University,82.4,https://ror.org/012bd1j55,Nkrumah University,77.8
MA,"Regional Center of Agricultural Research of Tadla, National Institute of Agricultural Research (INRA), Avenue Ennasr, BP 415 Rabat Principal, Rabat, 10090, Morocco",5,https://ror.org/022ptjf30,International Center for Agricultural Research in the Dry Areas,75.2,https://ror.org/022dg8423,Danone (Morocco),72.7,https://ror.org/00s1ymf55,ACRI-EC (Morocco),69.6
MZ,"Hospital Geral de Mavalane, Maputo, Mozambique",5,https://ror.org/057ec1n13,Radio Moçambique,78.6,https://ror.org/05qpxvg63,Associação Azul Moçambique,61.2,https://ror.org/010va4625,Catholic University of Mozambique,61.2
CI,"Macroeconomic Policy, Forecasting and Research Department, African Development Bank, Abidjan, Cote d'Ivoire",5,https://ror.org/05gqz0k77,African Development Bank Group,83.3,https://ror.org/03fcb4d35,Pigier Côte d'Ivoire,76.5,https://ror.org/03navfe48,ANADER,66.7
LY,"Department of Blood Transmitted Diseases, National Centre for Disease Control (NCDC), Tobruk, Libya",5,https://ror.org/017mqhz69,Tobruk University,62.1,https://ror.org/001a78b43,Libyan Centre for Dental Research,60.6,https://ror.org/04131zp69,Tripoli Central Hospital,58.3
MA,"Department of Public Health, Mohammed VI Center for Research and Innovation, Rabat, Morocco",5,https://ror.org/04dkqr510,Assystem (Morocco),76.9,https://ror.org/022dg8423,Danone (Morocco),75.0,https://ror.org/00s1ymf55,ACRI-EC (Morocco),72.0
NG,"Academy for Health Development (AHEAD), Ile-Ife, Nigeria",5,https://ror.org/03gn3dp35,Adamore (Nigeria),75.0,https://ror.org/02ypmq936,Caritas Nigeria,69.6,https://ror.org/01sn1yx84,University of Nigeria,66.7
KE,"GIRL Center, Population Council, Nairobi, Kenya",5,https://ror.org/00zy1mb15,CABI Kenya,88.9,https://ror.org/00cw00f88,Media Council of Kenya,72.7,https://ror.org/0410jfe71,British Council,66.7
KE,"Save the Children, Nairobi, Kenya",5,https://ror.org/00zy1mb15,CABI Kenya,88.9,https://ror.org/019ae2j05,Save the Elephants,69.0,https://ror.org/03s72rc96,Open University of Kenya,65.0
ET,"GAGE Ethiopia, Addis Ababa, Ethiopia",5,https://ror.org/05cfwmz90,REACH ETHIOPIA,83.3,https://ror.org/011smmt78,GeoSAS (Ethiopia),80.0,https://ror.org/04mraae85,SOS Sahel Ethiopia,71.4
MA,"Research Unit of Plant Breeding and Plant Genetic Resources Conservation, Regional Agricultural Research Center of Meknes, National Institute of Agricultural Research, Avenue Ennasr, P.O. Box 415, Rabat, 10090, Morocco",5,https://ror.org/022dg8423,Danone (Morocco),72.7,https://ror.org/022ptjf30,International Center for Agricultural Research in the Dry Areas,71.4,https://ror.org/00s1ymf55,ACRI-EC (Morocco),69.6
EG,"Helwan Mental Health Hospital, Cairo, Egypt",5,https://ror.org/02e2g9z06,Elsahel Teaching Hospital Cairo Egypt,82.5,https://ror.org/04zpt4h82,IBM (Egypt),80.0,https://ror.org/009yat059,WADI Group (Egypt),76.9
CG,"ENT Department, University Hospital of Kinshasa, Kinshasa, Congo",5,https://ror.org/00tt5kf04,Marien Ngouabi University,60.0,https://ror.org/025sdjb25,Centre Hospitalier et Universitaire de Brazzaville,52.6,https://ror.org/05naf8y09,Université Libre du Congo,52.0
MA,"National School of Agriculture, Meknes, Morocco",5,https://ror.org/00n7n3773,National School of Architecture,88.5,https://ror.org/022dg8423,Danone (Morocco),80.0,https://ror.org/04a41pr43,National School of Mineral Industry,75.0
TN,"Research Unit: Physical Activity, Sport and Health, UR18JS01, National Observatory of Sport, Tunis, Tunisia",5,https://ror.org/03f8nwf60,Solar23 Tunisie (Tunisia),81.0,https://ror.org/05ya3va27,Sarost (Tunisia),78.3,https://ror.org/02tnr6p29,Roche (Tunisia),76.2
MA,"Ibn Zohr University, Morocco",5,https://ror.org/025rbpt60,Eurofilet (Morocco),77.4,https://ror.org/022dg8423,Danone (Morocco),72.7,https://ror.org/04dkqr510,Assystem (Morocco),72.0
ET,"Sidama Zone Health Department, Hawassa, Ethiopia",5,https://ror.org/011smmt78,GeoSAS (Ethiopia),84.6,https://ror.org/05cfwmz90,REACH ETHIOPIA,83.3,https://ror.org/04mraae85,SOS Sahel Ethiopia,80.0
TZ,"Kilimanjaro Clinical Research Institute and Kilimanjaro Christian Medical University College, Moshi, Tanzania",5,https://ror.org/04knhza04,Kilimanjaro Christian Medical Centre,88.9,https://ror.org/001pprn90,WWF Tanzania,85.7,https://ror.org/040qff210,Jordan University College,84.0
MA,"Laboratory of Materials, Membranes and Environment, Faculty of Sciences and Technologies of Mohammedia, University Hassan II of Casablanca, Morocco",5,https://ror.org/001q4kn48,University of Hassan II Casablanca,91.2,https://ror.org/00r8w8f84,Mohammed V University,90.5,https://ror.org/01ejxf797,Mohamed I University,90.0
EG,"KSA Workers University, Nsar, Egypt",5,https://ror.org/0066fxv63,British University in Egypt,82.4,https://ror.org/02nzd5081,Arish University,81.2,https://ror.org/03s8c2x09,Future University in Egypt,80.0
TN,"Regional Field Crops Research Center of Beja, IRESA, Tunisia",5,https://ror.org/05ya3va27,Sarost (Tunisia),83.3,https://ror.org/02tnr6p29,Roche (Tunisia),80.0,https://ror.org/03c6tcr26,Graphtech (Tunisia),69.2
EG,"Faculty of Politics and Economics, Beni Suef University, Beni Suef, 2722165, Egypt",5,https://ror.org/05pn4yv70,Beni-Suef University,95.0,https://ror.org/00ndhrx30,Suez University,93.3,https://ror.org/04zpt4h82,IBM (Egypt),80.0
MA,"Laboratoire de Spectroscopie, Modélisation Moléculaire, Matériaux, Nanomatériaux, Eau et Environnement, CERNE2D, Faculté des Sciences, Université Mohammed V, Rabat, Morocco",5,https://ror.org/04dkqr510,Assystem (Morocco),76.9,https://ror.org/022dg8423,Danone (Morocco),75.0,https://ror.org/00s1ymf55,ACRI-EC (Morocco),72.0
SL,"34 Military Hospital, Wilberforce, Freetown, Sierra Leone",5,https://ror.org/045rztm55,University of Sierra Leone,72.7,https://ror.org/01xn54007,World Health Organization - Sierra Leone,63.6,https://ror.org/01sj7p872,St John of God Hospital Sierra Leone,60.4
SL,"Mercy Hospital Research Laboratory, Kulanda Town, Bo, Sierra Leone",5,https://ror.org/045rztm55,University of Sierra Leone,74.4,https://ror.org/01xn54007,World Health Organization - Sierra Leone,68.4,https://ror.org/01sj7p872,St John of God Hospital Sierra Leone,64.3
MZ,"Department of Physiologic Sciences, Faculty of Medicine, Universidade Eduardo Mondlane, Maputo, Mozambique",5,https://ror.org/035630h07,Universidade Save,82.4,https://ror.org/057ec1n13,Radio Moçambique,78.6,https://ror.org/05n8n9378,Eduardo Mondlane University,70.4
EG,"Infectious Hazard Management, Department of Health Emergency, World Health Organization, Eastern Mediterranean Regional Office, Cairo, Egypt",5,https://ror.org/055ttwk14,World Health Organization - Egypt,84.8,https://ror.org/04zpt4h82,IBM (Egypt),80.0,https://ror.org/009yat059,WADI Group (Egypt),76.9
UG,"USAID Medicines, Technologies, and Pharmaceutical Services (MTaPS) Program, Management Sciences for Health, Kampala, Uganda",5,https://ror.org/023pdrd93,ZOA (Uganda),88.9,https://ror.org/03v9c4d77,MTN (Uganda),82.4,https://ror.org/030v6tx56,THETA Uganda,80.0
CF,"Department of Neurology, Amitié Hospital, Bangui, Central African Republic",5,https://ror.org/020q46z35,University of Bangui,55.0,https://ror.org/01ee94y34,Institut Pasteur de Bangui,50.0,https://ror.org/03ykg5j95,Atlantic African Oriental Multicultural University International,42.9
TZ,"World Vegetable Center, Eastern and Southern Africa, P.O. Box 10, Duluti, Arusha, Tanzania",5,https://ror.org/001pprn90,WWF Tanzania,85.7,https://ror.org/055xdas15,AIM Group (Tanzania),74.3,https://ror.org/00wdr9f58,Saifee Hospital Tanzania,66.7
NG,"Lakeshore Cancer Center, Lagos, Nigeria",5,https://ror.org/00mgp8v69,Carter Center,84.6,https://ror.org/02ypmq936,Caritas Nigeria,75.0,https://ror.org/03gn3dp35,Adamore (Nigeria),74.1
ZM,"Arthur Davison Children's Hospital, Ndola, Zambia",5,https://ror.org/04p54bb05,Zambart,76.9,https://ror.org/00xdt7j93,United Nations Children's Fund Zambia,64.9,https://ror.org/00hwt9s33,St Francis’ Hospital,63.2
GM,"Medical Research Council Unit, The Gambia at the London School of Hygiene and Tropical Medicine, Banjul, Gambia",5,https://ror.org/025wfj672,MRC Unit the Gambia,89.5,https://ror.org/046f6ab23,ActionAid The Gambia,75.0,https://ror.org/02qpgtq92,The Gambia College,66.7
UG,"Department of Research, Mbale Clinical Research Institute, Mbale, Uganda",5,https://ror.org/023pdrd93,ZOA (Uganda),82.4,https://ror.org/03v9c4d77,MTN (Uganda),82.4,https://ror.org/030v6tx56,THETA Uganda,80.0
TZ,"World Vegetable Center, Arusha, Tanzania",5,https://ror.org/001pprn90,WWF Tanzania,85.7,https://ror.org/055xdas15,AIM Group (Tanzania),72.7,https://ror.org/00wdr9f58,Saifee Hospital Tanzania,66.7
ZA,"Two Oceans Aquarium Foundation, Cape Town, South Africa",5,https://ror.org/03ve8wd49,GS1 South Africa,89.7,https://ror.org/05vkc3y92,Omnia (South Africa),88.2,https://ror.org/01gqqqf26,Mylan (South Africa),87.5
GA,"Wildlife Conservation Society, Gabon Program, Libreville, Gabon",5,https://ror.org/03w418j08,Libreville Hospital,68.6,https://ror.org/03qy49k44,National Agency for National Parks,47.1,https://ror.org/00aqh6z65,École Nationale d'Administration,46.9
MA,"Analysis, Modeling and Simulation Laboratory, Hassan II University, Morocco",5,https://ror.org/025rbpt60,Eurofilet (Morocco),77.4,https://ror.org/01ejxf797,Mohamed I University,75.0,https://ror.org/022dg8423,Danone (Morocco),72.7
MA,"National Reference Laboratory of Leishmaniasis, National Institute of Hygiene, Rabat, Morocco",5,https://ror.org/04dkqr510,Assystem (Morocco),76.9,https://ror.org/022dg8423,Danone (Morocco),75.0,https://ror.org/00s1ymf55,ACRI-EC (Morocco),72.0
DZ,"Département de Génie des Procédés, Faculté de Technologie, Université de Bejaia, Bejaia, 06000, Algeria",5,https://ror.org/01h4ne021,NEAL (Algeria),80.0,https://ror.org/03yb2hp88,University of Béjaïa,75.0,https://ror.org/04nz98c29,Université d'Oran 2,73.7
MA,"Geology and Sustainable Mining Department, Mohammed VI Polytechnic University, Lot 660, Hay Moulay Rachid, Ben Guerir, 43150, Morocco",5,https://ror.org/03xc55g68,Université Mohammed VI Polytechnique,75.0,https://ror.org/022dg8423,Danone (Morocco),72.7,https://ror.org/00s1ymf55,ACRI-EC (Morocco),69.6
MA,"Center of Hemodialysis 2 Mars, Casablanca, Morocco",5,https://ror.org/022dg8423,Danone (Morocco),78.3,https://ror.org/00s1ymf55,ACRI-EC (Morocco),75.0,https://ror.org/04dkqr510,Assystem (Morocco),72.0
ZW,"CIRAD, UMR ASTRE, Harare, Zimbabwe",5,https://ror.org/0508qa918,Syngenta (Zimbabwe),74.1,https://ror.org/05e0nrg39,Africare,62.5,https://ror.org/04ze6rb18,University of Zimbabwe,62.5
MA,"Multidisciplinary Research and Innovation Laboratory (LPRI), Moroccan School of Engineering Sciences (EMSI), Casablanca, Morocco",5,https://ror.org/022dg8423,Danone (Morocco),78.3,https://ror.org/00s1ymf55,ACRI-EC (Morocco),75.0,https://ror.org/04dkqr510,Assystem (Morocco),72.0
ML,"ARCAD-SIDA, Bamako, Mali",5,https://ror.org/03pr7e672,Université des Sciences Juridiques et Politiques de Bamako,54.5,https://ror.org/011tecf62,Université des Lettres et des Sciences Humaines de Bamako,54.5,https://ror.org/023rbaw78,"Université des Sciences, des Techniques et des Technologies de Bamako",54.5
DZ,"Faculty of Science, Agronomy Department, Hydraulics Division, University 20 Août 1955 Skikda, Skikda, Algeria",5,https://ror.org/01h4ne021,NEAL (Algeria),85.7,https://ror.org/04hrbe508,University of Batna 1,76.2,https://ror.org/02yvp6477,University of Batna 2,71.4
KE,"Holo Healthcare Limited, Nairobi, Kenya",5,https://ror.org/00zy1mb15,CABI Kenya,88.9,https://ror.org/02353ej91,LVCT Health,72.7,https://ror.org/003ad2905,Farm Africa Kenya,64.5
BJ,"Cotonou, Benin",5,https://ror.org/04mndkp04,International University & Polytechnic of Benin,69.6,https://ror.org/01hjj5n27,University of Science and Technology of Benin,66.7,https://ror.org/00xpnyt30,Institut National des Recherches Agricoles du Bénin,60.0
BW,"Department of Oncology, Princess Marina Hospital, Gaborone, Botswana",5,https://ror.org/01encsj80,University of Botswana,66.7,https://ror.org/00tet8b29,The Botswana Society,66.7,https://ror.org/00afwwp34,Statistics Botswana,64.3
ST,"Hospital Dr. Ayres de Menezes, São Tomé, Sao Tome and Principe",5,https://ror.org/04x73xf58,Universidade de São Tomé e Príncipe,61.8,https://ror.org/01p5vg276,Centro Nacional de Endemias,44.9,https://ror.org/046w98q07,Ministério da Saúde,42.1
GH,"West African Monetary Institute, Accra, Ghana",5,https://ror.org/01jpa7r59,West Africa Civil Society Institute,78.8,https://ror.org/00dkekd57,"Institute of Economic Affairs, Ghana",67.9,https://ror.org/052smz949,Cocoa Research Institute of Ghana,67.7
MA,"Rabat Business School, Rabat, Morocco",5,https://ror.org/04dkqr510,Assystem (Morocco),76.9,https://ror.org/022dg8423,Danone (Morocco),75.0,https://ror.org/00s1ymf55,ACRI-EC (Morocco),72.0
ZA,"School of Public Health, University of Western Cape, South Africa",5,https://ror.org/01m74k366,CapeBio (South Africa),91.9,https://ror.org/03ve8wd49,GS1 South Africa,89.7,https://ror.org/03wb61205,Sappi (South Africa),88.2
GA,"International Institute of Technology and Management (IITG), Av. Grandes Ecoles, BP, Libreville, 1989, Gabon",5,https://ror.org/03w418j08,Libreville Hospital,63.2,https://ror.org/00aqh6z65,École Nationale d'Administration,58.8,https://ror.org/03qy49k44,National Agency for National Parks,54.9
MA,"Hassan First University of Settat, Faculty of Sciences and Technologies, Laboratory of Biochemistry, Neurosciences, Natural Resources and Environment, P.O. Box 577, Settat, 26000, Morocco",5,https://ror.org/022dg8423,Danone (Morocco),72.7,https://ror.org/03ymhqy66,Hassan II Academy of Science and Technology,72.1,https://ror.org/01ejxf797,Mohamed I University,70.0
ER,"Department of Chemistry, Mai Nefhi College of Science, National Higher Education and Research Institute, Asmara, 12676, Eritrea",5,https://ror.org/035rzdj42,University of Asmara,55.0,,,,,,
ZA,"University of Witwatersrand, School of Public Health, Johannesburg, South Africa",5,https://ror.org/03ve8wd49,GS1 South Africa,93.3,https://ror.org/03rp50x72,University of the Witwatersrand,93.1,https://ror.org/0338xea48,University of Venda,84.8
ZA,"School of Public Health, University of Witwatersrand, South Africa",5,https://ror.org/03ve8wd49,GS1 South Africa,89.7,https://ror.org/04bg5zd67,Sandvik (South Africa),89.5,https://ror.org/01gqqqf26,Mylan (South Africa),88.2
KE,"African Sustainable Development Research Consortium (ASDRC), Nairobi, Kenya",5,https://ror.org/00zy1mb15,CABI Kenya,88.9,https://ror.org/02wxcva98,African Institute for Development Policy,69.4,https://ror.org/02yyy2c79,Kenya Paediatric Research Consortium,69.4
ZM,"Palm Associates Limited, Lusaka, Zambia",5,https://ror.org/009hwr222,Pelum Association,80.0,https://ror.org/04p54bb05,Zambart,76.9,https://ror.org/0321gjx92,The Salvation Army Zambia,61.9
MW,"Invest in Knowledge Initiative (IKI), Zomba, Malawi",5,https://ror.org/04vtx5s55,University of Malawi,65.0,https://ror.org/03k6h6357,Museum of Malawi,62.1,https://ror.org/02x9c2945,Alliance One Tobacco (Malawi),61.2
TZ,"UNICEF Tanzania, Dar es Salaam, Tanzania",5,https://ror.org/001pprn90,WWF Tanzania,85.7,https://ror.org/055xdas15,AIM Group (Tanzania),75.9,https://ror.org/00wdr9f58,Saifee Hospital Tanzania,68.3
CG,"World Health Organization, African Regional Office, Brazzaville, Congo",5,https://ror.org/04rtx9382,World Health Organization Regional Office for Africa,82.7,https://ror.org/05naf8y09,Université Libre du Congo,55.6,https://ror.org/025sdjb25,Centre Hospitalier et Universitaire de Brazzaville,50.6
GH,"Department of Natural Resources Management, CSIR College of Science and Technology, Kumasi, Ghana",5,https://ror.org/02tgqv590,Regent University College of Science and Technology,80.4,https://ror.org/02zsyv822,Parliament of Ghana,74.3,https://ror.org/03qpa4m87,Enchi College of Education,73.1
MZ,"Centro de Biotecnologia, Universidade Eduardo Mondlane, Maputo, Mozambique",5,https://ror.org/035630h07,Universidade Save,82.4,https://ror.org/057ec1n13,Radio Moçambique,78.6,https://ror.org/05n8n9378,Eduardo Mondlane University,70.4
MW,"Karonga Prevention Study, Chilumba, Malawi",5,https://ror.org/03k6h6357,Museum of Malawi,66.7,https://ror.org/04erbyb60,National Library Service Malawi,55.2,https://ror.org/02x9c2945,Alliance One Tobacco (Malawi),53.8
MW,"Kasungu District Hospital, Kasungu, Malawi",5,https://ror.org/03k6h6357,Museum of Malawi,66.7,https://ror.org/04wse0k98,Bwaila Hospital,66.7,https://ror.org/022j3nr24,Kamuzu Central Hospital,60.9
KE,"KEMRI-Wellcome Trust Research Programme, P.O. Box 230-80108, Kilifi, Kenya",5,https://ror.org/00zy1mb15,CABI Kenya,82.4,https://ror.org/02k8cz130,Umande Trust,66.7,https://ror.org/003ad2905,Farm Africa Kenya,64.0
ZA,"Department of Medicine, Greys Hospital, Pietermaritzburg, South Africa",5,https://ror.org/00xnmcq32,Grey's Hospital,93.3,https://ror.org/03ve8wd49,GS1 South Africa,93.3,https://ror.org/02a4gss26,Sasol (South Africa),83.9
MZ,"Departamento de Ciências Biológicas, Universidade Eduardo Mondlane, Maputo, Mozambique",5,https://ror.org/035630h07,Universidade Save,82.4,https://ror.org/057ec1n13,Radio Moçambique,78.6,https://ror.org/05n8n9378,Eduardo Mondlane University,70.4
CI,"National Institute of Public Hygiene, Abidjan, Cote d'Ivoire",5,https://ror.org/03fcb4d35,Pigier Côte d'Ivoire,76.5,https://ror.org/019374v57,Santé Espoir Vie Côte d'Ivoire,65.2,https://ror.org/046p4xa68,Institut Pasteur de Côte d'Ivoire,61.0
NG,"Department of Paediatrics, University College Hospital, Oyo State, Ibadan, Nigeria",5,https://ror.org/03p823x35,Caritas University,83.3,https://ror.org/022yvqh08,"University College Hospital, Ibadan",82.4,https://ror.org/03gn3dp35,Adamore (Nigeria),81.5
ET,"Ministry of Health-Ethiopia, Addis Ababa, Ethiopia",5,https://ror.org/05cfwmz90,REACH ETHIOPIA,83.3,https://ror.org/017yk1e31,Federal Ministry of Health,81.8,https://ror.org/011smmt78,GeoSAS (Ethiopia),80.0
EG,"World Health Organization, Eastern Mediterranean Regional Office, Cairo, Egypt",5,https://ror.org/055ttwk14,World Health Organization - Egypt,90.0,https://ror.org/04zpt4h82,IBM (Egypt),80.0,https://ror.org/01h4ywk72,World Health Organization Regional Office for the Eastern Mediterranean,79.7
MW,"Malawi-Liverpool-Wellcome Research Programme, Blantyre, Malawi",5,https://ror.org/03tebt685,Malawi-Liverpool-Wellcome Trust Clinical Research Programme,85.4,https://ror.org/03k6h6357,Museum of Malawi,66.7,https://ror.org/04vtx5s55,University of Malawi,62.5
KE,"The Aquaya Institute, Nairobi, 00505, Kenya",5,https://ror.org/00zy1mb15,CABI Kenya,75.0,https://ror.org/04ke81j60,Katiba Institute,75.0,https://ror.org/05xf6v732,Zihi Institute,71.4
TZ,"Department of Epidemiology & Biostatistics, Institute of Public Health, Kilimanjaro Christian Medical University College, Moshi, Tanzania",5,https://ror.org/04knhza04,Kilimanjaro Christian Medical Centre,88.9,https://ror.org/001pprn90,WWF Tanzania,85.7,https://ror.org/040qff210,Jordan University College,84.0
KE,"Neuroscience Unit, KEMRI-Wellcome Trust Research Programme, Kilifi, Kenya",5,https://ror.org/00zy1mb15,CABI Kenya,82.4,https://ror.org/02k8cz130,Umande Trust,66.7,https://ror.org/00cw00f88,Media Council of Kenya,64.9
CD,"Laboratoire d'Herpétologie, Département de Biologie, Centre de Recherche en Sciences Naturelles, Lwiro, Democratic Republic Congo",5,https://ror.org/00t6rqp97,Wildlife Conservation Society Democratic Republic of the Congo,65.3,https://ror.org/034vwwk41,Observatoire Volcanologique de Goma,54.5,https://ror.org/024g34t51,Ecole Nationale d'Administration,53.1
TG,"Direction du District Sanitaire de Haho, Notse, Togo",5,https://ror.org/0096pft28,Espoir Vie-Togo,57.1,https://ror.org/00v11es25,École Nationale d'Administration,54.9,https://ror.org/00vhf1v57,Centre Hospitalier Universitaire de Tokoin,52.1
MA,"CHU Hassan II, Fès, Morocco",5,https://ror.org/022dg8423,Danone (Morocco),72.7,https://ror.org/04dkqr510,Assystem (Morocco),72.0,https://ror.org/00s1ymf55,ACRI-EC (Morocco),69.6
ET,"College of Health and Medical Sciences, Ethiopia",5,https://ror.org/011smmt78,GeoSAS (Ethiopia),84.6,https://ror.org/05cfwmz90,REACH ETHIOPIA,80.0,https://ror.org/0252a3c27,Adera Medical Center,75.0
NA,"World Health Organization, Windhoek, Namibia",5,https://ror.org/03tf2hn88,Potentia (Namibia),74.1,https://ror.org/00w0c8s08,National Library of Namibia,65.4,https://ror.org/018rz4f73,Cheetah Conservation Fund,60.0
ET,"West Hararghe Zonal Health Department, Chiro, Ethiopia",5,https://ror.org/011smmt78,GeoSAS (Ethiopia),80.0,https://ror.org/05cfwmz90,REACH ETHIOPIA,80.0,https://ror.org/01g9qbv95,Government of Ethiopia,74.4
KE,"Maternal and Child Wellbeing Unit, African Population Health Research Centre, Nairobi, Kenya",5,https://ror.org/00zy1mb15,CABI Kenya,88.9,https://ror.org/032ztsj35,African Population and Health Research Center,88.9,https://ror.org/02353ej91,LVCT Health,72.7
BJ,"Bénin Clinical Research Institute (IRCB), Cotonou, Benin",5,https://ror.org/03s917w10,Institut de Recherche Clinique du Bénin,62.7,https://ror.org/03py4wj84,Institut Universitaire du Bénin,61.0,https://ror.org/052mp5r63,Pigier Bénin,58.8
ZA,"Cochrane South Africa, Cape Town, South Africa",5,https://ror.org/03ve8wd49,GS1 South Africa,89.7,https://ror.org/05vkc3y92,Omnia (South Africa),88.2,https://ror.org/01gqqqf26,Mylan (South Africa),87.5
MA,"African Genome Center, Mohammed VI Polytechnic University (UM6P), Ben Guerir, Morocco",5,https://ror.org/03xc55g68,Université Mohammed VI Polytechnique,77.8,https://ror.org/00s1ymf55,ACRI-EC (Morocco),76.9,https://ror.org/025rbpt60,Eurofilet (Morocco),75.9
MU,"Department of Pharmacology, Sir Seewoosagur Ramgoolam Medical College, Belle Rive, Mauritius",5,https://ror.org/00xttnp21,Flex (Mauritius),88.0,https://ror.org/05mq34b10,Bank of Mauritius,74.1,https://ror.org/05cyprz33,University of Mauritius,72.2
ZM,"Department of Obstetrics and Gynaecology, Ndola Teaching Hospital, Ndola, Zambia",5,https://ror.org/03ke6ew70,Department of Fisheries,80.0,https://ror.org/04p54bb05,Zambart,76.9,https://ror.org/00hwt9s33,St Francis’ Hospital,68.4
GN,"Catholic Relief Services, Conakry, Guinea",5,https://ror.org/002g4yr42,Gamal Abdel Nasser University of Conakry,52.6,https://ror.org/03jewb194,Université Kofi Annan de Guinée,52.0,https://ror.org/01ar7b291,Delegation of the European Union to Guinea,50.7
ET,"Nutrition International, Addis Ababa, Ethiopia",5,https://ror.org/05cfwmz90,REACH ETHIOPIA,83.3,https://ror.org/011smmt78,GeoSAS (Ethiopia),80.0,https://ror.org/04mraae85,SOS Sahel Ethiopia,71.4
CD,"Service de Microbiologie, Cliniques Universitaires de Kinshasa, Kinshasa, Democratic Republic Congo",5,https://ror.org/03ea76440,Université Libre de Kinshasa,85.7,https://ror.org/04egxam60,Institut Universitaire du Congo,71.0,https://ror.org/028svp844,Université de Kisangani,69.6
TG,"Lomé, Togo",5,https://ror.org/0454rb348,University of Science and Technology of Togo,75.0,https://ror.org/01djh3v47,Centre Autonome d'Etudes et de Renforcement des capacités pour le Développement au Togo,71.4,https://ror.org/00wc07928,University of Lomé,61.5
TZ,"UNICEF, Dar es Salaam, Tanzania",5,https://ror.org/001pprn90,WWF Tanzania,85.7,https://ror.org/0479aed98,University of Dar es Salaam,80.9,https://ror.org/055xdas15,AIM Group (Tanzania),75.9
BF,"Development Media International, Ouagadougou, Burkina Faso",5,https://ror.org/047394f17,Institut National de Santé Publique du Burkina Faso,62.9,https://ror.org/01d08jk87,BARKA Foundation,57.1,https://ror.org/02hrqje66,University of Koudougou,56.5
ZM,"Zambia Statistics Agency, Lusaka, Zambia",5,https://ror.org/04p54bb05,Zambart,76.9,https://ror.org/00y30p033,Zambia Metrology Agency,60.9,https://ror.org/054gnsn02,Zambia Catholic University,60.0
NG,"Akena Associates, Abuja, Nigeria",5,https://ror.org/03gn3dp35,Adamore (Nigeria),75.0,https://ror.org/02ypmq936,Caritas Nigeria,75.0,https://ror.org/0219f5c57,Christian Health Association of Nigeria,69.0
ML,"University of Sciences, Techniques, and Technologies of Bamako, Bamako, Mali",5,https://ror.org/023rbaw78,"Université des Sciences, des Techniques et des Technologies de Bamako",82.8,https://ror.org/02s6w8y22,University of Bamako,82.4,https://ror.org/05nahnj25,University of Timbuktu,77.8
TZ,"Pact, Dar es Salaam, Tanzania",5,https://ror.org/001pprn90,WWF Tanzania,85.7,https://ror.org/055xdas15,AIM Group (Tanzania),75.9,https://ror.org/038c55s31,Dar es Salaam Institute of Technology,71.4
TZ,"US Centers for Disease Control and Prevention, Dar es Salaam, Tanzania",5,https://ror.org/001pprn90,WWF Tanzania,85.7,https://ror.org/055xdas15,AIM Group (Tanzania),75.9,https://ror.org/0479aed98,University of Dar es Salaam,70.4
RW,"Projet San Francisco, Kigali, Rwanda",5,https://ror.org/031wbcc95,Digital Umuganda (Rwanda),62.9,https://ror.org/04y98b529,Pax Press (Rwanda),61.5,https://ror.org/00myww245,Foresight Institute of Research and Translation (Rwanda),60.0
ZA,"Education for Health Africa, Durban, South Africa",5,https://ror.org/01gqqqf26,Mylan (South Africa),90.9,https://ror.org/03ve8wd49,GS1 South Africa,89.7,https://ror.org/05vkc3y92,Omnia (South Africa),87.5
BJ,"Centre de Recherche Entomologique de Cotonou, Cotonou, Benin",5,https://ror.org/023g17d47,Centre de recherche en reproduction humaine et en démographie,66.0,https://ror.org/03s917w10,Institut de Recherche Clinique du Bénin,63.2,https://ror.org/032qezt74,Institut de Recherche pour le Développement,57.8
UG,"UNICEF, Kampala, Uganda",5,https://ror.org/023pdrd93,ZOA (Uganda),88.9,https://ror.org/03v9c4d77,MTN (Uganda),82.4,https://ror.org/030v6tx56,THETA Uganda,80.0
GM,"Medical Research Council Unit, Gambia",5,https://ror.org/025wfj672,MRC Unit the Gambia,77.4,https://ror.org/046f6ab23,ActionAid The Gambia,68.6,https://ror.org/038tkkk06,University of the Gambia,62.9
